csi_code,csi_code_description
40 17 19,Methylacetylene-PropadieneWeldingandCuttingPiping
40 17 23,OxygenWeldingandCuttingPiping
40 17 26,InertGasWeldingandCuttingPiping
40 18 00,VacuumSystemsProcessPiping
40 18 13,Low-VacuumSystemsProcessPiping
40 18 23,ChlorineGasVacuumSystemPiping
40 18 53,High-VacuumSystemsProcessPiping
40 20 00,LiquidsProcessPiping
40 21 00,LiquidFuelProcessPiping
40 21 13,BioFuelsProcessPiping
40 21 13,BioalcoholsProcessPiping
40 21 13,BiodieselFuelProcessPiping
40 21 13,GreenDieselFuelProcessPiping
40 21 13,Biomass-to-Liquid(BTL)FuelProcessPiping
40 21 13,Gas-to-Liquid(GTL)FuelProcessPiping
40 21 16,GasolineProcessPiping
40 21 19,DieselProcessPiping
40 21 23,Fuel-OilsProcessPiping
40 21 23,No.1Fuel-OilProcessPiping
40 21 23,No.2Fuel-OilProcessPiping
40 21 23,KeroseneProcessPiping
40 21 23,TarFuelsProcessPiping
40 21 23,No.4Fuel-OilProcessPiping
40 21 24,No.5Fuel-OilProcessPiping
40 21 24,No.6Fuel-OilProcessPiping
40 22 00,PetroleumProductsPiping
40 22 10,Heavy-FractionsPetroleumProductsPiping
40 22 13,LiquefiedPetroleumGas(LPG)ProcessPiping
40 22 16,LubricatingOilsProcessPiping
40 22 23,PetrochemicalsProcessPiping
40 22 50,Light-FractionsPetroleumProductsPiping
40 23 00,WaterandWastewaterProcessPiping
40 23 13,DeionizedWaterProcessPiping
40 23 16,Distilled-WaterProcessPiping
40 23 19,Non-PotablePlantWaterProcessPiping
40 23 23,PotableWaterProcessPiping
40 23 29,RecirculatedWaterProcessPiping
40 23 33,Reverse-OsmosisWaterProcessPiping
40 23 40,SanitaryWastewaterProcessPiping
40 23 41,GritProcessPiping
40 23 43,ScumandFloatablesProcessPiping
40 23 44,PrimarySludgeProcessPiping
40 23 46,WasteSludgeProcessPiping
40 23 48,ThickenedSludgeProcessPiping
40 24 00,SpecialtyLiquidChemicalsPiping
40 24 13,AlcoholPiping
40 24 14,LiquidChlorineandSodiumHypochloritePiping
40 24 16,GelPiping
40 24 19,SlurriesProcessPiping
40 24 23,ThixotropicLiquidPiping
40 25 00,LiquidAcidsandBasesPiping
40 25 10,LiquidAcidsPiping
40 25 50,LiquidBasesPiping
40 26 00,LiquidPolymerPiping
40 30 00,SolidandMixedMaterialsPipingand Chutes
40 32 00,BulkMaterialsPipingandChutes
40 32 10,AbrasiveMaterialsPipingandChutes
40 32 50,NonabrasiveMaterialsPipingandChutes
40 33 00,BulkMaterialsValves
40 33 13,AirlockBulkMaterialsValves
40 33 16,BlindBulkMaterialsValves
40 33 26,DiverterBulkMaterialsValves
40 33 29,DoubleorSingleDumpBulkMaterialsValves
40 33 39,SwingBulkMaterialsValves
40 33 43,SpecialtyBulkMaterialsValves
40 34 00,PneumaticConveyingLines
40 34 10,DensePhasePneumaticConveyingLines
40 34 50,DilutePhasePneumaticConveyingLines
40 40 00,ProcessPipingandEquipmentProtection
40 41 00,ProcessPipingandEquipmentHeatTracing
40 41 13,ProcessPipingHeatTracing
40 41 13,ProcessPipingElectricalResistanceHeatTracing
40 41 13,ProcessPipingElectricalConductanceHeatTracing
40 41 13,ProcessPipingGasHeatTracing
40 41 13,ProcessPipingSteamHeatTracing
40 41 13,ProcessPipingThermalFluidsHeatTracing
40 41 23,ProcessEquipmentHeatTracing
40 41 23,ProcessEquipmentElectricalResistanceHeatTracing
40 41 23,ProcessEquipmentElectricalConductanceHeatTracing
40 41 23,ProcessEquipmentGasHeatTracing
40 41 23,ProcessEquipmentSteamHeatTracing
40 41 23,ProcessEquipmentThermalFluidsHeatTracing
40 42 00,ProcessPipingandEquipmentInsulation
40 42 13,ProcessPipingInsulation
40 42 13,CryogenicTemperatureProcessPipingInsulation
40 42 13,LowTemperatureProcessPipingInsulation
40 42 13,IntermediateTemperatureProcessPipingInsulation
40 42 13,HighTemperatureProcessPipingInsulation
40 42 13,ProcessPipingInsulationforSpecialtyApplications
40 42 23,ProcessEquipmentInsulation
40 42 23,CryogenicTemperatureProcessEquipmentInsulation
40 42 23,LowTemperatureProcessEquipmentInsulation
40 42 23,IntermediateTemperatureProcessEquipmentInsulation
40 42 23,HighTemperatureProcessEquipmentInsulation
40 42 23,ProcessEquipmentInsulationforSpecialtyApplications
40 46 00,ProcessCorrosionProtection
40 46 16,CoatingsandWrappingsforProcessCorrosionProtection
40 46 42,CathodicProcessCorrosionProtection
40 47 00,Refractories
40 47 13,SilicaRefractories
40 47 16,AluminaRefractories
40 47 19,CarbonandGraphiteRefractories
40 47 23,CastableRefractories
40 47 26,RammedRefractories
40 47 29,RefractoryConcrete
40 60 00,ProcessControlandEnterprise
,ManagementSystems
40 61 00,ProcessControlandEnterpriseManagementSystems
,GeneralProvisions
40 61 13,ProcessControlSystemGeneralProvisions
40 61 16,EnterpriseManagementSystemGeneralProvisions
40 61 21,ProcessControlSystemTesting
40 61 26,ProcessControlSystemTraining
40 61 93,ProcessControlSystemInput/OutputList
40 61 96,ProcessControlDescriptions
40 62 00,ComputerSystemHardwareandAncillaries
40 62 13,ServerComputers
40 62 16,OperatorWorkstationComputers
40 62 19,IndustrialComputers
40 62 21,DesktopComputers
40 62 23,MobileComputers
40 62 26,LaptopComputers
40 62 29,TabletComputersandMobileDevices
40 62 33,Printers
40 62 43,LargeDisplayScreens
40 62 63,OperatorInterfaceTerminals(OIT)
40 63 00,ControlSystemEquipment
40 63 13,DistributedProcessControlSystems
40 63 43,ProgrammableLogicControllers
40 63 83,RemoteTerminalUnits
40 66 00,NetworkandCommunicationEquipment
40 66 13,SwitchesandRouters
40 66 16,FirewallHardware
40 66 19,MediaConverters
40 66 23,FrameRelayEquipment
40 66 26,DeviceNetworkEquipment
40 66 33,MetallicandFiber-OpticCommunicationCablingandConnectors
40 66 36,ProcessInstrumentationNetworks
40 66 43,WirelessNetworkSystems
40 66 53,MultipleAddressRadioEquipment
40 66 56,Point-to-PointRadioEquipment
40 66 63,Antennas
40 66 66,MonopolesandTowers
40 66 73,SatelliteCommunicationEquipment
40 67 00,ControlSystemEquipmentPanelsandRacks
40 67 13,ComputerEquipmentRacks
40 67 16,Free-StandingPanels
40 67 19,Wall-MountedPanels
40 67 23,ControlSystemConsoles
40 67 33,PanelWiring
40 67 63,ControlPanel-MountedUninterruptiblePowerSupply
40 68 00,ProcessControlSoftware
40 68 13,ProcessControl(HMI)Software
40 68 23,ReportingSoftware
40 68 26,OnlinePerformanceMonitoringSystemsSoftware
40 68 33,MaintenanceManagementSoftware
40 68 36,LaboratoryInformationSystemSoftware
40 68 39,EnergyManagementSoftware
40 68 43,LoadManagementSoftware
40 68 63,ConfigurationofHMISoftware
40 68 66,ProgrammingofControllerSoftware
40 68 93,ComputerOperatingSystemsSoftware
40 69 00,PackagedControlSystems
40 69 13,ControlSystemSimulators
40 69 23,BurnerManagementSystems
40 69 26,SafetyInstrumentedControlSystems
40 69 33,FireandGasMonitoring/ProtectionSystemsforIndustrialApplications
40 70 00,InstrumentationforProcessSystems
40 71 00,FlowMeasurement
40 71 13,MagneticFlowMeters
40 71 13,InlineMagneticFlowMeters
40 71 13,Insertion-TypeMagneticFlowMeters
40 71 23,DifferentialPressure-TypeFlowMeters
40 71 23,VenturiFlowMeters
40 71 23,FlowTubes
40 71 23,FlowNozzle-TypeFlowMeters
40 71 23,OrificePlateFlowMeters
40 71 23,IntegralOrificeFlowMeters
40 71 23,OrificeMeterRuns
40 71 23,ElbowFlowMeters
40 71 23,PitotTubeandAveragingPitotFlowMeters
40 71 23,V-ConeFlowMeters
40 71 23,DifferentialPressure-TypeFlowTransmitters
40 71 23,FlowComputers
40 71 33,PropellerFlowMeters
40 71 36,TurbineFlowMeters
40 71 43,VariableAreaFlowMeters
40 71 46,TargetFlowMeters
40 71 49,Vortex-SheddingFlowMeters
40 71 53,PositiveDisplacementFlowMeters
40 71 63,DopplerFlowMeters
40 71 66,TransitTimeFlowMeters
40 71 69,OpenChannelFlowMeters
40 71 73,CoriolisFlowMeters
40 71 76,ThermalFlowMeters
40 71 79,FlowSwitches
40 71 83,SightFlowIndicators
40 71 86,FlowMeteringWeirs
40 72 00,LevelMeasurement
40 72 13,UltrasonicLevelMeters(ContinuousandPoint-Type)
40 72 23,RadarLevelMeters
40 72 26,LaserLevelMeters
40 72 29,NuclearLevelMeters
40 72 33,CapacitanceTypeLevelMeters(ContinuousandPointType)
40 72 36,RFAdmittanceLevelMeters(ContinuousandPointType)
40 72 43,PressureandDifferentialPressureTypeLevelMeters
40 72 46,BubblerSystems
40 72 53,MagneticandMagnetostrictiveLevelMeters
40 72 63,Displacement-TypeLevelMeters
40 72 73,SightLevelGauges
40 72 76,LevelSwitches
40 72 83,LeakDetectionSystems
40 73 00,"Pressure,Strain,andForceMeasurement"
40 73 13,PressureandDifferentialPressureGauges
40 73 16,Manometers
40 73 23,Absolute-PressureTransmitters
40 73 26,Gauge-PressureTransmitters
40 73 29,DifferentialPressureTransmitters
40 73 33,Multi-VariablePressure/TemperatureTransmitters
40 73 36,PressureandDifferentialPressureSwitches
40 73 43,ForceMeasurementDevices
40 73 46,LoadCells
40 73 53,TorqueMeasurementDevices
40 73 63,DiaphragmSeals
40 74 00,TemperatureMeasurement
40 74 13,ResistanceTemperatureDevices
40 74 16,Thermocouples
40 74 23,RadiationPyrometers
40 74 33,Thermistors
40 74 36,DiodeTemperatureMeasurementDevices
40 74 43,BimetallicThermometers
40 74 46,FluidExpansionThermometers
40 74 49,Change-of-StateTemperatureMeasurementDevices
40 74 53,CryogenicTemperatureSensors
40 74 63,TemperatureTransmitters
40 74 66,TemperatureSwitches
40 74 69,"Thermowells,ProtectionTubes,andTestThermowells"
40 75 00,ProcessLiquidAnalyticalMeasurement
40 75 05,Multi-ParameterAnalyzerSystems
40 75 13,pH/ORPAnalyzers
40 75 16,ConductivityAnalyzers
40 75 19,MoistureAnalyzers
40 75 21,ChlorineAnalyzers
40 75 21,Free-ChlorineAnalyzers
40 75 21,Residual-ChlorineAnalyzers
40 75 23,ChlorineDioxideAnalyzer
40 75 26,DissolvedChlorineDioxideAnalyzers
40 75 29,DissolvedAmmoniaAnalyzers
40 75 33,FluorideAnalyzers
40 75 43,DissolvedOxygenAnalyzers
40 75 46,DissolvedOzoneAnalyzers
40 75 53,TurbidityAnalyzers
40 75 56,SuspendedSolids/SludgeDensityAnalyzers
40 75 59,LiquidDensityAnalyzers
40 75 63,MonochloramineAnalyzers
40 75 66,NitrogenAnalyzers
40 75 69,PhosphorousAnalyzers
40 75 73,ParticleCounters
40 75 76,TotalOrganicCarbonAnalyzers
40 75 79,TotalOrganicsAnalyzers
40 75 83,HardnessAnalyzers
40 75 86,AlkalinityAnalyzer
40 76 00,ProcessGasAnalyticalMeasurement
40 76 05,ContinuousEmissionsMonitoringSystems
40 76 13,OxygenGasAnalyzers
40 76 16,OzoneAnalyzers
40 76 23,CombustibleGasMonitors
40 76 26,ChlorineGasAnalyzers
40 76 29,AmmoniaGasAnalyzers
40 76 33,HydrogenSulfideMonitors
40 76 36,SulfurDioxideAnalyzers
40 76 39,CarbonDioxideAnalyzers
40 76 43,CarbonMonoxideAnalyzers
40 76 53,Dewpoint/MoistureAnalyzers
40 76 56,GasDensityAnalyzers
40 76 63,FlueGasAnalyzers
40 76 66,NO/NOXAnalyzers
40 76 73,HydrocarbonAnalyzers
40 76 76,GasChromatographAnalyzers
40 76 79,VaporPressureAnalyzers
40 76 83,MassSpectrometers
40 77 00,PositionandMotionMeasurement
40 77 13,AccelerationMeasurementDevices
40 77 16,ProximityMeasurementDevices
40 77 19,VibrationVelocityMeasurementDevices
40 77 23,VibrationMonitoringSystems
40 77 26,"Position,Speed,andMotionMeasurementDevices"
40 78 00,PanelMountedInstruments
40 78 13,IndicatorsandMeters
40 78 16,IndicatingLights
40 78 19,SwitchesandPushButtons
40 78 23,PotentiometersandManualControllers
40 78 26,ChartRecorders
40 78 33,Annunciators
40 78 43,Single-LoopControllers
40 78 53,Relays
40 78 56,"Isolators,Intrinsically-SafeBarriers,andSurgeSuppressors"
40 78 59,PowerSupplies
40 78 63,AlarmDialers
40 79 00,"MiscellaneousInstruments,CalibrationEquipment,"
,"InstrumentValves,andFittings"
40 79 13,NuclearMass-MeasuringScales
40 79 23,InstrumentCalibrationEquipment
40 79 26,InstrumentProgrammingEquipment
40 79 33,Current-to-PressureConverters
40 79 36,Voltage-to-PressureConverters
40 79 39,SignalConditionersandConverters
40 79 43,DeadweightTesters
40 79 46,FlameScanners
40 79 63,InstrumentTubing
40 79 66,"InstrumentValveManifolds,Valves,andFittings"
40 80 00,CommissioningofProcessSystems
40 90 00,PrimaryControlDevices
40 91 00,PrimaryControlValves
40 91 13,Electrically-OperatedPrimaryControlValves
40 91 16,Hydraulically-OperatedPrimaryControlValves
40 91 19,Pneumatically-OperatedPrimaryControlValves
40 91 23,SolenoidPrimaryControlValves
40 91 26,SpecialtyPrimaryControlValves
40 92 00,Self-ContainedFlowControllers
40 93 00,LinearActuatorsandPositioners
40 94 00,Self-ContainedPressureRegulators
40 95 00,RotaryActuators
40 96 00,SaturableCoreReactors
40 97 00,VariableFrequencyDrives
41 00 00,MaterialProcessingandHandling
,Equipment
41 01 00,OperationandMaintenanceofMaterialProcessing
,andHandlingEquipment
41 01 52,OperationandMaintenanceofBulkMaterialsStorage
41 01 52,StorageBinandHopperCleaning
41 01 52,SiloCleaning
41 05 00,CommonWorkResultsforMaterialProcessingand
,HandlingEquipment
05 16 26,SelectiveDemolitionforMaterialProcessingandHandlingEquipment
41 06 00,SchedulesforMaterialProcessingandHandling
,Equipment
05 16 62,SchedulesforBulkMaterialProcessingEquipment
05 16 72,SchedulesforPieceMaterialHandlingEquipment
05 16 82,SchedulesforManufacturingEquipment
41 06 40,SchedulesforContainerProcessingandPackaging
41 06 50,SchedulesforMaterialStorage
41 06 60,SchedulesforMobilePlantEquipment
41 08 00,CommissioningofMaterialProcessingandHandling
,Equipment
05 17 23,CommissioningofBulkMaterialProcessingEquipment
05 17 33,CommissioningofPieceMaterialHandlingEquipment
05 17 43,CommissioningofManufacturingEquipment
41 08 40,CommissioningofContainerProcessingandPackaging
41 08 50,CommissioningofMaterialStorage
41 08 60,CommissioningofMobilePlantEquipment
41 10 00,BulkMaterialProcessingEquipment
41 11 00,BulkMaterialSizingEquipment
05 18 18,BulkMaterialAgglomerators
05 18 21,BulkMaterialAirMillClassifiers
05 18 24,BulkMaterialCentrifuges
05 18 28,BulkMaterialCrushers
05 18 31,BulkMaterialCyclones
05 18 34,BulkMaterialFluidBedSeparators
41 11 33,BulkMaterialGrinders
41 11 36,BulkMaterialHomogenizers
41 11 39,BulkMaterialLumpBreakers
41 11 43,BulkMaterialMills
41 11 46,BulkMaterialPulverizers
41 11 49,BulkMaterialScreens
41 11 53,BulkMaterialShredders
41 11 56,BulkMaterialSieves
41 12 00,BulkMaterialConveyingEquipment
05 18 48,BulkMaterialConveyors
41 12 13,AirslideBulkMaterialConveyors
41 12 13,AugerBulkMaterialConveyors
41 12 13,BeltBulkMaterialConveyors
41 12 13,ContainerBulkMaterialConveyors
41 12 13,DragChainBulkMaterialConveyors
41 12 13,HopperBulkMaterialConveyors
41 12 13,ReciprocatingBulkMaterialConveyors
41 12 13,ScrewBulkMaterialConveyors
41 12 13,StackingandReclaimBulkMaterialConveyors
41 12 13,TroughBulkMaterialConveyors
41 12 13,TubeBulkMaterialConveyors
41 12 13,VibratoryBulkMaterialConveyors
41 12 14,Weigh-BeltBulkMaterialConveyors
05 18 51,BucketElevators
05 18 54,PneumaticConveyors
41 12 19,DensePhasePneumaticConveyors
41 12 19,DilutePhasePneumaticConveyors
41 13 00,BulkMaterialFeeders
41 13 13,BinActivators/LiveBinBottoms
41 13 23,Feeders
41 13 23,AirlockBulkMaterialFeeders
41 13 23,ApronBulkMaterialFeeders
41 13 23,Rotary-ValveBulkMaterialFeeders
41 13 23,ScrewBulkMaterialFeeders
41 13 23,VibratoryBulkMaterialFeeders
41 13 23,VolumetricBulkMaterialFeeders
41 13 23,WeighBulkMaterialFeeders
41 14 00,BatchingEquipment
41 14 13,Bag-HandlingBatchingEquipment
41 14 16,BatchCars/Transports
41 14 19,BatchHoppers
41 14 23,BulkBag-HandlingBatchingEquipment
41 14 26,Blenders
41 14 29,Drum-HandlingBatchingEquipment
41 14 33,Mixers
41 14 36,WeighScales
41 20 00,PieceMaterialHandlingEquipment
41 21 00,Conveyors
41 21 13,AutomaticGuidedVehicleSystems
41 21 23,PieceMaterialConveyors
41 21 23,BeltPieceMaterialConveyors
41 21 23,ContainerPieceMaterialConveyors
41 21 23,Drag-ChainPieceMaterialConveyors
41 21 23,HopperPieceMaterialConveyors
41 21 23,MonorailPieceMaterialConveyors
41 21 23,PowerandFreePieceMaterialConveyors
41 21 23,ReciprocatingPieceMaterialConveyors
41 21 23,RollerPieceMaterialConveyors
41 21 23,VibratoryPieceMaterialConveyors
41 21 23,Walking-BeamPieceMaterialConveyors
41 21 23,Weigh-BeltPieceMaterialConveyors
41 21 24,PostalConveyors
41 21 26,PieceMaterialDiverterGates
41 21 29,PieceMaterialGravitySlides
41 21 33,PieceMaterialTransferCars
41 21 36,PieceMaterialTurntables
41 21 39,PieceMaterialFeeders
41 21 39,PieceMaterialVibratoryFeeders
41 22 00,CranesandHoists
41 22 13,Cranes
41 22 13,BridgeCranes
41 22 13,GantryCranes
41 22 13,JibCranes
41 22 13,MobileCranes
41 22 13,TowerCranes
41 22 13,SpecialtyCranes
41 22 23,Hoists
41 22 23,FixedHoists
41 22 23,PortableHoists
41 22 23,MonorailHoists
41 22 23,SpecialtyHoists
41 22 33,Derricks
41 23 00,LiftingDevices
41 23 13,Clamps
41 23 16,Grabs
41 23 19,Hooks
41 23 23,Lifts
41 23 26,Slings
41 23 29,SpreaderBars/Beams
41 23 33,Tongs
41 24 00,SpecialtyMaterialHandlingEquipment
41 24 13,AerationDevices
41 24 16,BinVibrators
41 24 19,Dehydrators
41 24 23,Hydrators
41 24 26,HydraulicPowerSystems
41 24 29,LubricationSystems
41 24 33,MagneticSeparators
41 24 36,MetalDetectors
41 24 39,RailcarMovers
41 24 43,Turnheads/Distributors
41 24 46,SortingMachines
41 24 46,PostalSortingMachines
41 30 00,ManufacturingEquipment
41 31 00,ManufacturingLinesandEquipment
41 31 13,ManufacturingLines
41 31 13,AssemblyLines
41 31 13,CastingLines
41 31 13,CoatingLines
41 31 13,ConvertingLines
41 31 13,DisassemblyLines
41 31 13,ExtrusionLines
41 31 13,MachiningLines
41 31 13,MoldingLines
41 31 13,Finishing/PaintingLines
41 31 13,PaintingLines
41 31 13,PicklingLines
41 31 13,PlatingLines
41 31 14,PolishingLines
41 31 14,PressLines
41 31 14,Rolling/CalendaringLines
41 31 14,WebProcessingLines
41 31 16,PickandPlaceSystems
41 31 19,Manufacturing-LineRobots
41 31 23,SpecialtyAssemblyMachines
41 32 00,FormingEquipment
41 32 13,BendingEquipment
41 32 16,Blow-MoldingEquipment
41 32 19,Brake-FormingEquipment
41 32 23,Cold-FormingEquipment
41 32 26,Die-CastingEquipment
41 32 29,DrawingEquipment
41 32 33,ElectroformingEquipment
41 32 36,ForgingEquipment
41 32 39,ExtrudingEquipment
41 32 43,Metal-SpinningEquipment
41 32 46,PiercingEquipment
41 32 49,PowderMetal-FormingEquipment
41 32 53,PressingEquipment
41 32 56,Roll-FormingEquipment
41 32 59,ShearingEquipment
41 32 63,SpinningEquipment
41 32 66,Stretching/LevelingEquipment
41 32 69,SwagingEquipment
41 33 00,MachiningEquipment
41 33 13,AutomaticScrewMachiningEquipment
41 33 16,BoringEquipment
41 33 19,BroachingEquipment
41 33 23,DrillingEquipment
41 33 26,Electro-DischargeMachiningEquipment
41 33 29,GrindingEquipment
41 33 33,HobbingEquipment
41 33 36,LappingEquipment
41 33 39,LatheEquipment
41 33 43,LevelingEquipment
41 33 46,MachiningCenterEquipment
41 33 53,MillingEquipment
41 33 53,HorizontalMillingEquipment
41 33 53,VerticalMillingEquipment
41 33 60,Multi-AxisMachineEquipment
41 33 63,PlaningEquipment
41 33 66,ReamingEquipment
41 33 69,RoutingEquipment
41 33 73,SawingEquipment
41 33 76,ShapingEquipment
41 33 79,ThreadingEquipment
41 34 00,FinishingEquipment
41 34 13,AnodizingEquipment
41 34 16,BarrelTumblingEquipment
41 34 23,CoatingEquipment
